Christina W.,"Reviewed in the United States on February 10, 2016",5.0 out of 5 stars,I love this book! It's a refreshing concept of Stoic Philosophy. The concepts have helped me through some trying times. This book actually lead me to purchase other books on Stoicism.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Elizabeth Coronado,"Reviewed in the United States on March 31, 2019",5.0 out of 5 stars,Love this book.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Virginia,"Reviewed in the United States on June 18, 2018",5.0 out of 5 stars,Fantastic,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on March 1, 2016",5.0 out of 5 stars,"Simply put, I wish someone had handed this book to me when I was 18. By the time I read this book a decade later, I had learned most of the lessons that the book is searching to instill, but I learned them the hard way.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Tim,"Reviewed in the United States on January 7, 2019",5.0 out of 5 stars,If you like this check out The ego is the enemy by him as well.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Douglas D,"Reviewed in the United States on August 6, 2016",5.0 out of 5 stars,"Intriguing distillation and exposition of the philosophy of Stoicism, with suggestions for pragmatic application of theory to your day-to-day life.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on October 10, 2016",4.0 out of 5 stars,Interesting book.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on August 2, 2014",5.0 out of 5 stars,"This was an entertaining, well written and enjoyable book. I found it thought provoking, inspiring and also quite practical and to the point. It certainly hit the spot for me in terms of useful insights and perspectives that apply to my current situation.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Stanley Seabrook jr,"Reviewed in the United States on February 19, 2020",5.0 out of 5 stars,Excellent book for personal growth,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Client d'Amazon,"Reviewed in the United States on February 19, 2017",5.0 out of 5 stars,"This book basically tells you that the obstacle is the way ;). That failure is good. That after an obstacle comes another and another, harder and harder. It really tells you how to overcome obstacles and change your perspective about them. Alright, I said enough now it's your turn to read it!",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Christina W.,"Reviewed in the United States on February 10, 2016",5.0 out of 5 stars,I love this book! It's a refreshing concept of Stoic Philosophy. The concepts have helped me through some trying times. This book actually lead me to purchase other books on Stoicism.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Elizabeth Coronado,"Reviewed in the United States on March 31, 2019",5.0 out of 5 stars,Love this book.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Virginia,"Reviewed in the United States on June 18, 2018",5.0 out of 5 stars,Fantastic,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on March 1, 2016",5.0 out of 5 stars,"Simply put, I wish someone had handed this book to me when I was 18. By the time I read this book a decade later, I had learned most of the lessons that the book is searching to instill, but I learned them the hard way.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Tim,"Reviewed in the United States on January 7, 2019",5.0 out of 5 stars,If you like this check out The ego is the enemy by him as well.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Douglas D,"Reviewed in the United States on August 6, 2016",5.0 out of 5 stars,"Intriguing distillation and exposition of the philosophy of Stoicism, with suggestions for pragmatic application of theory to your day-to-day life.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on October 10, 2016",4.0 out of 5 stars,Interesting book.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on August 2, 2014",5.0 out of 5 stars,"This was an entertaining, well written and enjoyable book. I found it thought provoking, inspiring and also quite practical and to the point. It certainly hit the spot for me in terms of useful insights and perspectives that apply to my current situation.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Martin,"Reviewed in the United States on September 8, 2018",3.0 out of 5 stars,"This book is very similar to all other books in this category. If you have read one of those, you will find nothing new here.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
William R. Stewart,"Reviewed in the United States on December 8, 2017",5.0 out of 5 stars,"perfect, thank you",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Dominick,"Reviewed in the United States on January 10, 2020",3.0 out of 5 stars,It’s ok. Basically just takes passages from Marcus Aurelius Meditations and gives historical examples.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Gidimeister,"Reviewed in the United States on September 16, 2016",3.0 out of 5 stars,"This was worth the money, mostly as an introduction to the stoic philosophy. I'd advice people who are well read in stoicism to skip this, and everyone else to definitely get it. It is a ringing call for a more redoubtable spirit. It reminds me of The Road to Character by David Brooks in the way it dives into the lives of certain exemplars (though not to the same degree). This is a good book, but really only if you don't know stoicism.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Angelina Q.,"Reviewed in the United States on January 10, 2018",5.0 out of 5 stars,This author is ahead of his time! Get this and “Ego is the Enemy” life changers.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Luther Mistrot,"Reviewed in the United States on September 3, 2019",5.0 out of 5 stars,I would have given this book ten stars. It will change the way you think in every situation imaginable.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Jason Baron,"Reviewed in the United States on July 28, 2017",5.0 out of 5 stars,Really nice primer on Stoicism adapted to current challenges and told with a modern voice.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Andrew Shalen,"Reviewed in the United States on December 29, 2019",5.0 out of 5 stars,Great book. Very inspirational while being grounded in reality.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
cobi,"Reviewed in the United States on February 20, 2015",4.0 out of 5 stars,"My interest in Stoicism led me to this book, and I'm glad it did. The book is filled with great quotes and information. The book has some parts that were slow and I found not as interesting, but overall it was a great read and an even better investment.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on December 10, 2016",5.0 out of 5 stars,Enjoyable read that puts things in perspective. Just bought a bunch for stocking stuffers.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Thomas Shay,"Reviewed in the United States on August 6, 2019",2.0 out of 5 stars,Five minutes into the book the first five pages fell out! Very disappointed,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Nino Ritossa,"Reviewed in the United States on July 15, 2016",5.0 out of 5 stars,Some really good ideas presented in a readable package.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Peter Lichtenberg,"Reviewed in the United States on June 17, 2019",5.0 out of 5 stars,Motivation for clients,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Joseph Oliver,"Reviewed in the United States on October 24, 2016",4.0 out of 5 stars,"This is a really great book. I personally think that foul language in a great work of literature can be a bit uncouth, and in the case unfitting for the subject - it just stands out as out of place in such great writing such as this. However, the way the author was able to ""update"" Stoic philosophy and make it very practical to the average reader is truly impressive.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
R. Maxwell Foster,"Reviewed in the United States on November 9, 2015",5.0 out of 5 stars,I recommend that everyone read this book. It's just that good.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Owen,"Reviewed in the United States on June 26, 2015",4.0 out of 5 stars,Although I had heard these messages before I really like the way the author has represented them in this book. It has become my life reference when things are tough,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Bertus de Waal,"Reviewed in the United States on September 12, 2017",5.0 out of 5 stars,Best book for this year!,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Sharon C.,"Reviewed in the United States on August 1, 2016",5.0 out of 5 stars,Interesting and made some good points. Arrived in good condition.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Kathleen Schrecengost,"Reviewed in the United States on October 9, 2018",5.0 out of 5 stars,"OUTSTANDING book!
Perfect shape!!!",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Scott McKenzie,"Reviewed in the United States on January 19, 2016",5.0 out of 5 stars,"The only thing missing is some kind of real world action plan. But maybe that's best left for the practitioner; the obstacle is the way, it would seem.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
RickH,"Reviewed in the United States on April 13, 2019",5.0 out of 5 stars,excellent read!,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Tony Laidler,"Reviewed in the United States on August 15, 2017",5.0 out of 5 stars,This book is superb and the best of its kind I have read. I thoroughly recommend it.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Sodeara,"Reviewed in the United States on July 26, 2017",5.0 out of 5 stars,"Good read. Practical, actionable ideas.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Sherman,"Reviewed in the United States on July 16, 2015",5.0 out of 5 stars,Great read. Learned of the book listening to Ryan Holiday on the Tim Ferriss podcast. Glad I bought it.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Chuck,"Reviewed in the United States on August 16, 2016",5.0 out of 5 stars,Yes!!! Surpassed my expectations and I'm still on the beginning of it. Great investment!!!!,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
michael,"Reviewed in the United States on July 20, 2016",5.0 out of 5 stars,Ryans skill in the art of writing is one of my greatest pleasures that gives me true pleasure with every insightful thought provoking message from begining to the end,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
David Gonzalez,"Reviewed in the United States on July 17, 2015",5.0 out of 5 stars,Ryans explains clearly that there will always be obstacles to overcome...how can you prepare mentally for these challenges...many greats in history are woven into this undetstanding of overcoming obstacles...it is the way!,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on December 29, 2017",5.0 out of 5 stars,great book full of good lessons,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Paul Glare,"Reviewed in the United States on February 18, 2018",5.0 out of 5 stars,Wish this book was available 20 years ago,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Angus Blair,"Reviewed in the United States on May 3, 2014",5.0 out of 5 stars,"... And it was totally worth the wait.

An incredibly clear summary of stoic ideals told through captivating stories with an engaging pragmatism.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Lorraine B.,"Reviewed in the United States on August 1, 2015",5.0 out of 5 stars,Great read!,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
David C Morse,"Reviewed in the United States on March 1, 2016",5.0 out of 5 stars,It's great to read these kind of books at times during the journey of life. This one is a perfect joy to read with benefits and rewards for any time.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Maria Barbenza,"Reviewed in the United States on December 17, 2016",5.0 out of 5 stars,"Brilliant choice, it really embraces personal development. Its really a must read!",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Muhammad,"Reviewed in the United States on October 1, 2015",4.0 out of 5 stars,Easy read and a good summary. It is worthwhile for a beginner and a reminder for those already familiar with Stoicism.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
MCVeee,"Reviewed in the United States on October 9, 2014",5.0 out of 5 stars,"Remember the first time you heard Beethoven's 5th Symphony, or The Beetles White Album, or (for me at least), Tool's 10,000 Days? This book is now on permanent repeat as much as those classic musical works are. Thank you Mr Holiday!",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
J. G. Levitt,"Reviewed in the United States on November 2, 2016",4.0 out of 5 stars,Inspiring and thoughtful!,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Víctor Luxman,"Reviewed in the United States on November 14, 2016",5.0 out of 5 stars,"Short and powerful.
Ancient wisdom to deal with modern problems.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Debbie Alam,"Reviewed in the United States on November 20, 2014",4.0 out of 5 stars,"This helped me to think a little more 'outside-the-square'
I am recommending this book for adolescents to read to help them overcome typical issues of today.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Kory S.,"Reviewed in the United States on May 23, 2015",5.0 out of 5 stars,Well written book. I read small sections at a time because it's very thought provoking. Written for anyone who's open to change.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
G Hummel,"Reviewed in the United States on June 9, 2016",5.0 out of 5 stars,Superb insightful book that is a pleasure to read.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Beau Cephus,"Reviewed in the United States on September 25, 2016",5.0 out of 5 stars,Great guidance,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Sheryl Burnham,"Reviewed in the United States on March 21, 2016",4.0 out of 5 stars,good,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
S. Ensor,"Reviewed in the United States on October 7, 2015",3.0 out of 5 stars,"A good way of looking at adversity when it hits, it turns your thinking from victim to problem solver",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Anthony J.,"Reviewed in the United States on January 6, 2017",5.0 out of 5 stars,Fantastic,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
michael barry sayer,"Reviewed in the United States on September 10, 2014",5.0 out of 5 stars,An excellent book reminding us that in adversity there is hidden advantage - and that great opportunity is often brilliantly disguised as an insoluble problem.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on November 4, 2016",5.0 out of 5 stars,Great book,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Brendan,"Reviewed in the United States on July 18, 2016",5.0 out of 5 stars,Great read. Got me thinking and moving.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Astha Shukla,"Reviewed in the United States on August 14, 2014",5.0 out of 5 stars,Brilliant a must read form anyone who wants to make their life meaningful and successful. I strongly recommend it. Life changing,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Fernando Agune,"Reviewed in the United States on July 7, 2014",5.0 out of 5 stars,"Ryan Holiday gives a really interesting approach on how to tackle the obstacles that life throws at us. Based on Stoic fundamentals and giving examples throughout the history, he builds a framework that will help people to face their challenges in life.
It's an extremely inspiring and enlightening reading, that gives practical guidance and tips that I'll take with me for the rest of the life. I'd certainly recommend this book for everyone.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Charles Asiedu,"Reviewed in the United States on October 24, 2014",5.0 out of 5 stars,"The book has made me more courageous. Ever since I started reading, I always thought about it when I encounter any challenge. Amazing book.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
khw,"Reviewed in the United States on December 30, 2016",1.0 out of 5 stars,"As a fan of writings by Seneca and Marcus Aurelius, I was expecting something interesting in this book. I was disappointed. It's the most trite collection of bad essays I've ever come across. The historic vignettes in each chapter are repetitious and extremely simplifield summaries of complex events. This reads like a sophomore in high school wrote it. If you are looking for something useful in the ""ancient art"" just read Marcus Aurelius, which is very accessible and actually has something interesting to say. Will be my first and only book by the author.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Amazon Customer,"Reviewed in the United States on October 28, 2015",5.0 out of 5 stars,This book changed my approach to EVERYTHING. Amazing. Thank you Ryan.,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Leon Bennetts,"Reviewed in the United States on October 7, 2014",5.0 out of 5 stars,"Awesome read, very inspiring and well-researched. Practical ideas to apply to your life.",https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
Mr A D Nicholls,"Reviewed in the United States on May 10, 2015",5.0 out of 5 stars,This book changed my life,https://www.amazon.com/Obstacle-Way-Ancient-Adversity-Advantage/dp/1781251495/ref=sr_1_5?crid=2C8DMY10FA6WA&keywords=ego+is+the+enemy&qid=1584891047&sprefix=ego+%2Caps%2C175&sr=8-5
